index,amount,change,date,price,time,type,volume
4802,11011,0.0,2018-09-06,10.01,09:46:04,卖盘,11
4803,3003,0.0,2018-09-06,10.01,09:46:07,卖盘,3
4804,20020,0.0,2018-09-06,10.01,09:46:12,卖盘,20
4805,7007,0.0,2018-09-06,10.01,09:46:15,卖盘,7
4806,2002,0.0,2018-09-06,10.01,09:46:21,卖盘,2
4807,3003,0.0,2018-09-06,10.01,09:46:25,卖盘,3
4808,5005,0.0,2018-09-06,10.01,09:46:34,卖盘,5
4809,3003,0.0,2018-09-06,10.01,09:46:37,卖盘,3
4810,3003,0.0,2018-09-06,10.01,09:46:39,卖盘,3
4811,30030,0.0,2018-09-06,10.01,09:46:43,卖盘,30
4812,37037,0.0,2018-09-06,10.01,09:46:51,卖盘,37
4813,13013,0.0,2018-09-06,10.01,09:46:58,卖盘,13
4814,7007,0.0,2018-09-06,10.01,09:47:04,卖盘,7
4815,3003,0.0,2018-09-06,10.01,09:47:07,卖盘,3
4816,13013,0.0,2018-09-06,10.01,09:47:16,卖盘,13
4817,45045,0.0,2018-09-06,10.01,09:47:21,卖盘,45
4818,3003,0.0,2018-09-06,10.01,09:47:28,卖盘,3
4819,6006,0.0,2018-09-06,10.01,09:47:31,卖盘,6
4820,6006,0.0,2018-09-06,10.01,09:47:34,卖盘,6
4821,14014,0.0,2018-09-06,10.01,09:47:37,卖盘,14
4822,1001,0.0,2018-09-06,10.01,09:47:45,卖盘,1
4823,2002,0.0,2018-09-06,10.01,09:47:52,卖盘,2
4824,11011,0.0,2018-09-06,10.01,09:48:01,卖盘,11
4825,36036,0.0,2018-09-06,10.01,09:48:04,卖盘,36
4826,150150,0.0,2018-09-06,10.01,09:48:06,卖盘,150
4827,3003,0.0,2018-09-06,10.01,09:48:09,卖盘,3
4828,22022,0.0,2018-09-06,10.01,09:48:18,卖盘,22
4829,1001,0.0,2018-09-06,10.01,09:48:21,卖盘,1
4830,3003,0.0,2018-09-06,10.01,09:48:27,卖盘,3
4831,9009,0.0,2018-09-06,10.01,09:48:31,卖盘,9
4832,24024,0.0,2018-09-06,10.01,09:48:34,卖盘,24
4833,2002,0.0,2018-09-06,10.01,09:48:37,卖盘,2
4834,10010,0.0,2018-09-06,10.01,09:48:46,卖盘,10
4835,2002,0.0,2018-09-06,10.01,09:48:52,卖盘,2
4836,7007,0.0,2018-09-06,10.01,09:48:55,卖盘,7
4837,14014,0.0,2018-09-06,10.01,09:48:58,卖盘,14
4838,6006,0.0,2018-09-06,10.01,09:49:04,卖盘,6
4839,1001,0.0,2018-09-06,10.01,09:49:06,卖盘,1
4840,3003,0.0,2018-09-06,10.01,09:49:09,卖盘,3
4841,1001,0.0,2018-09-06,10.01,09:49:12,卖盘,1
4842,1001,0.0,2018-09-06,10.01,09:49:22,卖盘,1
4843,1001,0.0,2018-09-06,10.01,09:49:25,卖盘,1
4844,5005,0.0,2018-09-06,10.01,09:49:28,卖盘,5
4845,4004,0.0,2018-09-06,10.01,09:49:33,卖盘,4
4846,32032,0.0,2018-09-06,10.01,09:49:37,卖盘,32
4847,3003,0.0,2018-09-06,10.01,09:49:39,卖盘,3
4848,12012,0.0,2018-09-06,10.01,09:49:42,卖盘,12
4849,15015,0.0,2018-09-06,10.01,09:49:46,卖盘,15
4850,3003,0.0,2018-09-06,10.01,09:49:49,卖盘,3
4851,15015,0.0,2018-09-06,10.01,09:49:52,卖盘,15
4852,11011,0.0,2018-09-06,10.01,09:50:04,卖盘,11
4853,7007,0.0,2018-09-06,10.01,09:50:06,卖盘,7
4854,5005,0.0,2018-09-06,10.01,09:50:16,卖盘,5
4855,150150,0.0,2018-09-06,10.01,09:50:34,卖盘,150
4856,3003,0.0,2018-09-06,10.01,09:50:37,卖盘,3
4857,27027,0.0,2018-09-06,10.01,09:50:40,卖盘,27
4858,2002,0.0,2018-09-06,10.01,09:50:43,卖盘,2
4859,72072,0.0,2018-09-06,10.01,09:50:46,卖盘,72
4860,2002,0.0,2018-09-06,10.01,09:50:51,卖盘,2
4861,4004,0.0,2018-09-06,10.01,09:50:57,卖盘,4
4862,6006,0.0,2018-09-06,10.01,09:51:04,卖盘,6
4863,17017,0.0,2018-09-06,10.01,09:51:07,卖盘,17
4864,3003,0.0,2018-09-06,10.01,09:51:10,卖盘,3
4865,5005,0.0,2018-09-06,10.01,09:51:13,卖盘,5
4866,2002,0.0,2018-09-06,10.01,09:51:16,卖盘,2
4867,3003,0.0,2018-09-06,10.01,09:51:22,卖盘,3
4868,12012,0.0,2018-09-06,10.01,09:51:30,卖盘,12
4869,3003,0.0,2018-09-06,10.01,09:51:33,卖盘,3
4870,8008,0.0,2018-09-06,10.01,09:51:36,卖盘,8
4871,6006,0.0,2018-09-06,10.01,09:51:43,卖盘,6
4872,2002,0.0,2018-09-06,10.01,09:51:49,卖盘,2
4873,2002,0.0,2018-09-06,10.01,09:51:52,卖盘,2
4874,7007,0.0,2018-09-06,10.01,09:52:04,卖盘,7
4875,4004,0.0,2018-09-06,10.01,09:52:07,卖盘,4
4876,6006,0.0,2018-09-06,10.01,09:52:13,卖盘,6
4877,10010,0.0,2018-09-06,10.01,09:52:16,卖盘,10
4878,25025,0.0,2018-09-06,10.01,09:52:30,卖盘,25
4879,5005,0.0,2018-09-06,10.01,09:52:33,卖盘,5
4880,4004,0.0,2018-09-06,10.01,09:52:37,卖盘,4
4881,6006,0.0,2018-09-06,10.01,09:52:43,卖盘,6
4882,41041,0.0,2018-09-06,10.01,09:52:49,卖盘,41
4883,3003,0.0,2018-09-06,10.01,09:52:52,卖盘,3
4884,61061,0.0,2018-09-06,10.01,09:52:55,卖盘,61
4885,5005,0.0,2018-09-06,10.01,09:53:01,卖盘,5
4886,17017,0.0,2018-09-06,10.01,09:53:04,卖盘,17
4887,10010,0.0,2018-09-06,10.01,09:53:06,卖盘,10
4888,7007,0.0,2018-09-06,10.01,09:53:10,卖盘,7
4889,10010,0.0,2018-09-06,10.01,09:53:13,卖盘,10
4890,5005,0.0,2018-09-06,10.01,09:53:19,卖盘,5
4891,2002,0.0,2018-09-06,10.01,09:53:22,卖盘,2
4892,1001,0.0,2018-09-06,10.01,09:53:31,卖盘,1
4893,8008,0.0,2018-09-06,10.01,09:53:34,卖盘,8
4894,2002,0.0,2018-09-06,10.01,09:53:37,卖盘,2
4895,2002,0.0,2018-09-06,10.01,09:53:40,卖盘,2
4896,3003,0.0,2018-09-06,10.01,09:53:49,卖盘,3
4897,2002,0.0,2018-09-06,10.01,09:53:52,卖盘,2
4898,23023,0.0,2018-09-06,10.01,09:54:01,卖盘,23
4899,8008,0.0,2018-09-06,10.01,09:54:04,卖盘,8
4900,9009,0.0,2018-09-06,10.01,09:54:06,卖盘,9
4901,8008,0.0,2018-09-06,10.01,09:54:09,卖盘,8
4902,6006,0.0,2018-09-06,10.01,09:54:15,卖盘,6
4903,3003,0.0,2018-09-06,10.01,09:54:19,卖盘,3
4904,1001,0.0,2018-09-06,10.01,09:54:22,卖盘,1
4905,7007,0.0,2018-09-06,10.01,09:54:24,卖盘,7
4906,10010,0.0,2018-09-06,10.01,09:54:27,卖盘,10
4907,31031,0.0,2018-09-06,10.01,09:54:30,卖盘,31
4908,404404,0.0,2018-09-06,10.01,09:54:33,卖盘,404
4909,3003,0.0,2018-09-06,10.01,09:54:36,卖盘,3
4910,5005,0.0,2018-09-06,10.01,09:54:40,卖盘,5
4911,7007,0.0,2018-09-06,10.01,09:54:42,卖盘,7
4912,13013,0.0,2018-09-06,10.01,09:54:48,卖盘,13
4913,14014,0.0,2018-09-06,10.01,09:54:51,卖盘,14
4914,21021,0.0,2018-09-06,10.01,09:54:57,卖盘,21
4915,50050,0.0,2018-09-06,10.01,09:55:01,卖盘,50
4916,6006,0.0,2018-09-06,10.01,09:55:04,卖盘,6
4917,17017,0.0,2018-09-06,10.01,09:55:09,卖盘,17
4918,10010,0.0,2018-09-06,10.01,09:55:15,卖盘,10
4919,3003,0.0,2018-09-06,10.01,09:55:18,卖盘,3
4920,3003,0.0,2018-09-06,10.01,09:55:21,卖盘,3
4921,10010,0.0,2018-09-06,10.01,09:55:24,卖盘,10
4922,3003,0.0,2018-09-06,10.01,09:55:30,卖盘,3
4923,3003,0.0,2018-09-06,10.01,09:55:33,卖盘,3
4924,13013,0.0,2018-09-06,10.01,09:55:36,卖盘,13
4925,1001,0.0,2018-09-06,10.01,09:55:39,卖盘,1
4926,9009,0.0,2018-09-06,10.01,09:55:42,卖盘,9
4927,3003,0.0,2018-09-06,10.01,09:55:49,卖盘,3
4928,1001,0.0,2018-09-06,10.01,09:55:51,卖盘,1
4929,8008,0.0,2018-09-06,10.01,09:55:54,卖盘,8
4930,1001,0.0,2018-09-06,10.01,09:56:04,卖盘,1
4931,10010,0.0,2018-09-06,10.01,09:56:07,卖盘,10
4932,106106,0.0,2018-09-06,10.01,09:56:18,卖盘,106
4933,13013,0.0,2018-09-06,10.01,09:56:21,卖盘,13
4934,2002,0.0,2018-09-06,10.01,09:56:34,卖盘,2
4935,1001,0.0,2018-09-06,10.01,09:56:43,卖盘,1
4936,13013,0.0,2018-09-06,10.01,09:56:49,卖盘,13
4937,3003,0.0,2018-09-06,10.01,09:56:51,卖盘,3
4938,100100,0.0,2018-09-06,10.01,09:56:54,卖盘,100
4939,3003,0.0,2018-09-06,10.01,09:57:04,卖盘,3
4940,2002,0.0,2018-09-06,10.01,09:57:06,卖盘,2
4941,1001,0.0,2018-09-06,10.01,09:57:10,卖盘,1
4942,3003,0.0,2018-09-06,10.01,09:57:19,卖盘,3
4943,3003,0.0,2018-09-06,10.01,09:57:22,卖盘,3
4944,3003,0.0,2018-09-06,10.01,09:57:33,卖盘,3
4945,10010,0.0,2018-09-06,10.01,09:57:36,卖盘,10
4946,1001,0.0,2018-09-06,10.01,09:57:46,卖盘,1
4947,4004,0.0,2018-09-06,10.01,09:57:49,卖盘,4
4948,2002,0.0,2018-09-06,10.01,09:57:57,卖盘,2
4949,6006,0.0,2018-09-06,10.01,09:58:00,卖盘,6
4950,3003,0.0,2018-09-06,10.01,09:58:04,卖盘,3
4951,3003,0.0,2018-09-06,10.01,09:58:09,卖盘,3
4952,1001,0.0,2018-09-06,10.01,09:58:15,卖盘,1
4953,3003,0.0,2018-09-06,10.01,09:58:18,卖盘,3
4954,10010,0.0,2018-09-06,10.01,09:58:21,卖盘,10
4955,1001,0.0,2018-09-06,10.01,09:58:33,卖盘,1
4956,1001,0.0,2018-09-06,10.01,09:58:37,卖盘,1
4957,3003,0.0,2018-09-06,10.01,09:58:48,卖盘,3
4958,1001,0.0,2018-09-06,10.01,09:58:51,卖盘,1
4959,13013,0.0,2018-09-06,10.01,09:58:55,卖盘,13
4960,7007,0.0,2018-09-06,10.01,09:59:04,卖盘,7
4961,7007,0.0,2018-09-06,10.01,09:59:09,卖盘,7
4962,2002,0.0,2018-09-06,10.01,09:59:18,卖盘,2
4963,8008,0.0,2018-09-06,10.01,09:59:21,卖盘,8
4964,20020,0.0,2018-09-06,10.01,09:59:24,卖盘,20
4965,4004,0.0,2018-09-06,10.01,09:59:27,卖盘,4
4966,1001,0.0,2018-09-06,10.01,09:59:33,卖盘,1
4967,12012,0.0,2018-09-06,10.01,09:59:42,卖盘,12
4968,2002,0.0,2018-09-06,10.01,09:59:48,卖盘,2
4969,1001,0.0,2018-09-06,10.01,09:59:51,卖盘,1
4970,53053,0.0,2018-09-06,10.01,09:59:54,卖盘,53
4971,8008,0.0,2018-09-06,10.01,09:59:57,卖盘,8
4972,1562,0.0,2018-09-06,10.01,10:00:00,卖盘,2
4973,1001,0.0,2018-09-06,10.01,10:00:03,卖盘,1
4974,1001,0.0,2018-09-06,10.01,10:00:06,卖盘,1
4975,2002,0.0,2018-09-06,10.01,10:00:19,卖盘,2
4976,10010,0.0,2018-09-06,10.01,10:00:22,卖盘,10
4977,1001,0.0,2018-09-06,10.01,10:00:28,卖盘,1
4978,23023,0.0,2018-09-06,10.01,10:00:31,卖盘,23
4979,2002,0.0,2018-09-06,10.01,10:00:33,卖盘,2
4980,6006,0.0,2018-09-06,10.01,10:00:49,卖盘,6
4981,3003,0.0,2018-09-06,10.01,10:00:52,卖盘,3
4982,2002,0.0,2018-09-06,10.01,10:01:03,卖盘,2
4983,2002,0.0,2018-09-06,10.01,10:01:19,卖盘,2
4984,3003,0.0,2018-09-06,10.01,10:01:22,卖盘,3
4985,1001,0.0,2018-09-06,10.01,10:01:34,卖盘,1
4986,2002,0.0,2018-09-06,10.01,10:01:49,卖盘,2
4987,2002,0.0,2018-09-06,10.01,10:01:52,卖盘,2
4988,8008,0.0,2018-09-06,10.01,10:01:55,卖盘,8
4989,1001,0.0,2018-09-06,10.01,10:02:01,卖盘,1
4990,2002,0.0,2018-09-06,10.01,10:02:04,卖盘,2
4991,45045,0.0,2018-09-06,10.01,10:02:09,卖盘,45
4992,6006,0.0,2018-09-06,10.01,10:02:16,卖盘,6
4993,1001,0.0,2018-09-06,10.01,10:02:19,卖盘,1
4994,1001,0.0,2018-09-06,10.01,10:02:21,卖盘,1
4995,2002,0.0,2018-09-06,10.01,10:02:34,卖盘,2
4996,21021,0.0,2018-09-06,10.01,10:02:43,卖盘,21
4997,14014,0.0,2018-09-06,10.01,10:02:49,卖盘,14
4998,1001,0.0,2018-09-06,10.01,10:02:52,卖盘,1
4999,26026,0.0,2018-09-06,10.01,10:02:55,卖盘,26
5000,2002,0.0,2018-09-06,10.01,10:03:04,卖盘,2
5001,4004,0.0,2018-09-06,10.01,10:03:06,卖盘,4
5002,1001,0.0,2018-09-06,10.01,10:03:19,卖盘,1
5003,8008,0.0,2018-09-06,10.01,10:03:21,卖盘,8
5004,2002,0.0,2018-09-06,10.01,10:03:34,卖盘,2
5005,6006,0.0,2018-09-06,10.01,10:03:37,卖盘,6
5006,2002,0.0,2018-09-06,10.01,10:03:45,卖盘,2
5007,2002,0.0,2018-09-06,10.01,10:03:52,卖盘,2
5008,190190,0.0,2018-09-06,10.01,10:03:54,卖盘,190
5009,1001,0.0,2018-09-06,10.01,10:04:22,卖盘,1
5010,1001,0.0,2018-09-06,10.01,10:04:33,卖盘,1
5011,5005,0.0,2018-09-06,10.01,10:04:52,卖盘,5
5012,1001,0.0,2018-09-06,10.01,10:05:03,卖盘,1
5013,15015,0.0,2018-09-06,10.01,10:05:10,卖盘,15
5014,1001,0.0,2018-09-06,10.01,10:05:33,卖盘,1
5015,1001,0.0,2018-09-06,10.01,10:05:43,卖盘,1
5016,10010,0.0,2018-09-06,10.01,10:05:52,卖盘,10
5017,1001,0.0,2018-09-06,10.01,10:05:58,卖盘,1
5018,3003,0.0,2018-09-06,10.01,10:06:04,卖盘,3
5019,2002,0.0,2018-09-06,10.01,10:06:33,卖盘,2
5020,3003,0.0,2018-09-06,10.01,10:06:43,卖盘,3
5021,21021,0.0,2018-09-06,10.01,10:06:52,卖盘,21
5022,2002,0.0,2018-09-06,10.01,10:06:54,卖盘,2
5023,1001,0.0,2018-09-06,10.01,10:06:57,卖盘,1
5024,6006,0.0,2018-09-06,10.01,10:07:00,卖盘,6
5025,4004,0.0,2018-09-06,10.01,10:07:03,卖盘,4
5026,1001,0.0,2018-09-06,10.01,10:07:12,卖盘,1
5027,1001,0.0,2018-09-06,10.01,10:07:22,卖盘,1
5028,5005,0.0,2018-09-06,10.01,10:07:28,卖盘,5
5029,1001,0.0,2018-09-06,10.01,10:07:34,卖盘,1
5030,5005,0.0,2018-09-06,10.01,10:07:52,卖盘,5
5031,5005,0.0,2018-09-06,10.01,10:07:58,卖盘,5
5032,4004,0.0,2018-09-06,10.01,10:08:04,卖盘,4
5033,1001,0.0,2018-09-06,10.01,10:08:22,卖盘,1
5034,7007,0.0,2018-09-06,10.01,10:08:34,卖盘,7
5035,1001,0.0,2018-09-06,10.01,10:08:46,卖盘,1
5036,7007,0.0,2018-09-06,10.01,10:08:52,卖盘,7
5037,12012,0.0,2018-09-06,10.01,10:08:54,卖盘,12
5038,2002,0.0,2018-09-06,10.01,10:09:04,卖盘,2
5039,38038,0.0,2018-09-06,10.01,10:09:12,卖盘,38
5040,1001,0.0,2018-09-06,10.01,10:09:24,卖盘,1
5041,1001,0.0,2018-09-06,10.01,10:09:31,卖盘,1
5042,1001,0.0,2018-09-06,10.01,10:09:34,卖盘,1
5043,1001,0.0,2018-09-06,10.01,10:09:37,卖盘,1
5044,1001,0.0,2018-09-06,10.01,10:09:43,卖盘,1
5045,1001,0.0,2018-09-06,10.01,10:09:51,卖盘,1
5046,5005,0.0,2018-09-06,10.01,10:09:54,卖盘,5
5047,1001,0.0,2018-09-06,10.01,10:10:04,卖盘,1
5048,17017,0.0,2018-09-06,10.01,10:10:10,卖盘,17
5049,1001,0.0,2018-09-06,10.01,10:10:21,卖盘,1
5050,5005,0.0,2018-09-06,10.01,10:10:24,卖盘,5
5051,1001,0.0,2018-09-06,10.01,10:10:34,卖盘,1
5052,2002,0.0,2018-09-06,10.01,10:10:52,卖盘,2
5053,2002,0.0,2018-09-06,10.01,10:10:58,卖盘,2
5054,5005,0.0,2018-09-06,10.01,10:11:01,卖盘,5
5055,3003,0.0,2018-09-06,10.01,10:11:04,卖盘,3
5056,2002,0.0,2018-09-06,10.01,10:11:21,卖盘,2
5057,20020,0.0,2018-09-06,10.01,10:11:31,卖盘,20
5058,5005,0.0,2018-09-06,10.01,10:11:39,卖盘,5
5059,15015,0.0,2018-09-06,10.01,10:11:43,卖盘,15
5060,8008,0.0,2018-09-06,10.01,10:11:45,卖盘,8
5061,6006,0.0,2018-09-06,10.01,10:11:51,卖盘,6
5062,4004,0.0,2018-09-06,10.01,10:11:54,卖盘,4
5063,2002,0.0,2018-09-06,10.01,10:12:03,卖盘,2
5064,1001,0.0,2018-09-06,10.01,10:12:22,卖盘,1
5065,2002,0.0,2018-09-06,10.01,10:12:34,卖盘,2
5066,4004,0.0,2018-09-06,10.01,10:12:40,卖盘,4
5067,2002,0.0,2018-09-06,10.01,10:12:51,卖盘,2
5068,2002,0.0,2018-09-06,10.01,10:13:04,卖盘,2
5069,1001,0.0,2018-09-06,10.01,10:13:12,卖盘,1
5070,2002,0.0,2018-09-06,10.01,10:13:19,卖盘,2
5071,6006,0.0,2018-09-06,10.01,10:13:27,卖盘,6
5072,3003,0.0,2018-09-06,10.01,10:13:31,卖盘,3
5073,3003,0.0,2018-09-06,10.01,10:13:33,卖盘,3
5074,7007,0.0,2018-09-06,10.01,10:13:36,卖盘,7
5075,2002,0.0,2018-09-06,10.01,10:13:52,卖盘,2
5076,1001,0.0,2018-09-06,10.01,10:14:04,卖盘,1
5077,1001,0.0,2018-09-06,10.01,10:14:07,卖盘,1
5078,1001,0.0,2018-09-06,10.01,10:14:33,卖盘,1
5079,10010,0.0,2018-09-06,10.01,10:14:42,卖盘,10
5080,1001,0.0,2018-09-06,10.01,10:14:55,卖盘,1
5081,2002,0.0,2018-09-06,10.01,10:15:04,卖盘,2
5082,6006,0.0,2018-09-06,10.01,10:15:06,卖盘,6
5083,1001,0.0,2018-09-06,10.01,10:15:12,卖盘,1
5084,12012,0.0,2018-09-06,10.01,10:15:15,卖盘,12
5085,8008,0.0,2018-09-06,10.01,10:15:24,卖盘,8
5086,10010,0.0,2018-09-06,10.01,10:16:04,卖盘,10
5087,3003,0.0,2018-09-06,10.01,10:16:22,卖盘,3
5088,26026,0.0,2018-09-06,10.01,10:16:42,卖盘,26
5089,20020,0.0,2018-09-06,10.01,10:16:52,卖盘,20
5090,1001,0.0,2018-09-06,10.01,10:17:01,卖盘,1
5091,6006,0.0,2018-09-06,10.01,10:17:04,卖盘,6
5092,9009,0.0,2018-09-06,10.01,10:17:09,卖盘,9
5093,7007,0.0,2018-09-06,10.01,10:17:22,卖盘,7
5094,7007,0.0,2018-09-06,10.01,10:17:46,卖盘,7
5095,1001,0.0,2018-09-06,10.01,10:17:52,卖盘,1
5096,7007,0.0,2018-09-06,10.01,10:17:55,卖盘,7
5097,17017,0.0,2018-09-06,10.01,10:17:58,卖盘,17
5098,2002,0.0,2018-09-06,10.01,10:18:04,卖盘,2
5099,1001,0.0,2018-09-06,10.01,10:18:25,卖盘,1
5100,1001,0.0,2018-09-06,10.01,10:18:28,卖盘,1
5101,1001,0.0,2018-09-06,10.01,10:18:33,卖盘,1
5102,11011,0.0,2018-09-06,10.01,10:18:58,卖盘,11
5103,1001,0.0,2018-09-06,10.01,10:19:04,卖盘,1
5104,2002,0.0,2018-09-06,10.01,10:19:12,卖盘,2
5105,1001,0.0,2018-09-06,10.01,10:19:22,卖盘,1
5106,1001,0.0,2018-09-06,10.01,10:19:37,卖盘,1
5107,1001,0.0,2018-09-06,10.01,10:19:39,卖盘,1
5108,7007,0.0,2018-09-06,10.01,10:19:42,卖盘,7
5109,100100,0.0,2018-09-06,10.01,10:19:49,卖盘,100
5110,1001,0.0,2018-09-06,10.01,10:19:51,卖盘,1
5111,1001,0.0,2018-09-06,10.01,10:20:24,卖盘,1
5112,1001,0.0,2018-09-06,10.01,10:20:33,卖盘,1
5113,7007,0.0,2018-09-06,10.01,10:20:39,卖盘,7
5114,1001,0.0,2018-09-06,10.01,10:20:42,卖盘,1
5115,3003,0.0,2018-09-06,10.01,10:21:00,卖盘,3
5116,3003,0.0,2018-09-06,10.01,10:21:03,卖盘,3
5117,1001,0.0,2018-09-06,10.01,10:21:39,卖盘,1
5118,1001,0.0,2018-09-06,10.01,10:21:51,卖盘,1
5119,6006,0.0,2018-09-06,10.01,10:21:55,卖盘,6
5120,6006,0.0,2018-09-06,10.01,10:21:57,卖盘,6
5121,58058,0.0,2018-09-06,10.01,10:22:01,卖盘,58
5122,3003,0.0,2018-09-06,10.01,10:22:09,卖盘,3
5123,2002,0.0,2018-09-06,10.01,10:22:21,卖盘,2
5124,7007,0.0,2018-09-06,10.01,10:23:04,卖盘,7
5125,1001,0.0,2018-09-06,10.01,10:23:06,卖盘,1
5126,1001,0.0,2018-09-06,10.01,10:23:21,卖盘,1
5127,12012,0.0,2018-09-06,10.01,10:23:30,卖盘,12
5128,1001,0.0,2018-09-06,10.01,10:23:33,卖盘,1
5129,10010,0.0,2018-09-06,10.01,10:23:39,卖盘,10
5130,1001,0.0,2018-09-06,10.01,10:24:04,卖盘,1
5131,6006,0.0,2018-09-06,10.01,10:24:18,卖盘,6
5132,1001,0.0,2018-09-06,10.01,10:24:21,卖盘,1
5133,7007,0.0,2018-09-06,10.01,10:24:30,卖盘,7
5134,1001,0.0,2018-09-06,10.01,10:24:33,卖盘,1
5135,1001,0.0,2018-09-06,10.01,10:24:52,卖盘,1
5136,5005,0.0,2018-09-06,10.01,10:24:54,卖盘,5
5137,2002,0.0,2018-09-06,10.01,10:25:04,卖盘,2
5138,1001,0.0,2018-09-06,10.01,10:25:06,卖盘,1
5139,5005,0.0,2018-09-06,10.01,10:25:40,卖盘,5
5140,6006,0.0,2018-09-06,10.01,10:25:45,卖盘,6
5141,2002,0.0,2018-09-06,10.01,10:25:58,卖盘,2
5142,1001,0.0,2018-09-06,10.01,10:26:04,卖盘,1
5143,1001,0.0,2018-09-06,10.01,10:26:22,卖盘,1
5144,2002,0.0,2018-09-06,10.01,10:26:34,卖盘,2
5145,6006,0.0,2018-09-06,10.01,10:26:57,卖盘,6
5146,3003,0.0,2018-09-06,10.01,10:27:03,卖盘,3
5147,6006,0.0,2018-09-06,10.01,10:27:06,卖盘,6
5148,5005,0.0,2018-09-06,10.01,10:27:28,卖盘,5
5149,1001,0.0,2018-09-06,10.01,10:27:37,卖盘,1
5150,7007,0.0,2018-09-06,10.01,10:27:40,卖盘,7
5151,1001,0.0,2018-09-06,10.01,10:27:57,卖盘,1
5152,1001,0.0,2018-09-06,10.01,10:28:00,卖盘,1
5153,2002,0.0,2018-09-06,10.01,10:28:03,卖盘,2
5154,7007,0.0,2018-09-06,10.01,10:28:12,卖盘,7
5155,1001,0.0,2018-09-06,10.01,10:28:22,卖盘,1
5156,1001,0.0,2018-09-06,10.01,10:28:34,卖盘,1
5157,1001,0.0,2018-09-06,10.01,10:28:54,卖盘,1
5158,20020,0.0,2018-09-06,10.01,10:29:01,卖盘,20
5159,2002,0.0,2018-09-06,10.01,10:29:04,卖盘,2
5160,38038,0.0,2018-09-06,10.01,10:29:06,卖盘,38
5161,9009,0.0,2018-09-06,10.01,10:29:15,卖盘,9
5162,3003,0.0,2018-09-06,10.01,10:29:25,卖盘,3
5163,1001,0.0,2018-09-06,10.01,10:29:34,卖盘,1
5164,20020,0.0,2018-09-06,10.01,10:29:42,卖盘,20
5165,5005,0.0,2018-09-06,10.01,10:29:48,卖盘,5
5166,1001,0.0,2018-09-06,10.01,10:29:51,卖盘,1
5167,38038,0.0,2018-09-06,10.01,10:30:01,卖盘,38
5168,2002,0.0,2018-09-06,10.01,10:30:04,卖盘,2
5169,46046,0.0,2018-09-06,10.01,10:30:07,卖盘,46
5170,12012,0.0,2018-09-06,10.01,10:30:10,卖盘,12
5171,10010,0.0,2018-09-06,10.01,10:30:18,卖盘,10
5172,1001,0.0,2018-09-06,10.01,10:30:22,卖盘,1
5173,2002,0.0,2018-09-06,10.01,10:30:33,卖盘,2
5174,5005,0.0,2018-09-06,10.01,10:30:42,卖盘,5
5175,1001,0.0,2018-09-06,10.01,10:30:52,卖盘,1
5176,1001,0.0,2018-09-06,10.01,10:31:03,卖盘,1
5177,1001,0.0,2018-09-06,10.01,10:31:06,卖盘,1
5178,8008,0.0,2018-09-06,10.01,10:31:13,卖盘,8
5179,20020,0.0,2018-09-06,10.01,10:31:19,卖盘,20
5180,20020,0.0,2018-09-06,10.01,10:31:21,卖盘,20
5181,2002,0.0,2018-09-06,10.01,10:31:33,卖盘,2
5182,5005,0.0,2018-09-06,10.01,10:31:36,卖盘,5
5183,8008,0.0,2018-09-06,10.01,10:31:49,卖盘,8
5184,1001,0.0,2018-09-06,10.01,10:31:52,卖盘,1
5185,12012,0.0,2018-09-06,10.01,10:31:58,卖盘,12
5186,1001,0.0,2018-09-06,10.01,10:32:04,卖盘,1
5187,24024,0.0,2018-09-06,10.01,10:32:19,卖盘,24
5188,10010,0.0,2018-09-06,10.01,10:32:30,卖盘,10
5189,1001,0.0,2018-09-06,10.01,10:32:51,卖盘,1
5190,4004,0.0,2018-09-06,10.01,10:32:54,卖盘,4
5191,3003,0.0,2018-09-06,10.01,10:33:06,卖盘,3
5192,3003,0.0,2018-09-06,10.01,10:33:15,卖盘,3
5193,4004,0.0,2018-09-06,10.01,10:33:19,卖盘,4
5194,34034,0.0,2018-09-06,10.01,10:33:27,卖盘,34
5195,1001,0.0,2018-09-06,10.01,10:33:30,卖盘,1
5196,2002,0.0,2018-09-06,10.01,10:33:43,卖盘,2
5197,93093,0.0,2018-09-06,10.01,10:33:46,卖盘,93
5198,2002,0.0,2018-09-06,10.01,10:33:58,卖盘,2
5199,1001,0.0,2018-09-06,10.01,10:34:01,卖盘,1
5200,1001,0.0,2018-09-06,10.01,10:34:04,卖盘,1
5201,1001,0.0,2018-09-06,10.01,10:34:09,卖盘,1
5202,1001,0.0,2018-09-06,10.01,10:34:34,卖盘,1
5203,91091,0.0,2018-09-06,10.01,10:34:36,卖盘,91
5204,5005,0.0,2018-09-06,10.01,10:34:51,卖盘,5
5205,1001,0.0,2018-09-06,10.01,10:34:54,卖盘,1
5206,4004,0.0,2018-09-06,10.01,10:35:04,卖盘,4
5207,1001,0.0,2018-09-06,10.01,10:35:21,卖盘,1
5208,1001,0.0,2018-09-06,10.01,10:35:40,卖盘,1
5209,7007,0.0,2018-09-06,10.01,10:35:48,卖盘,7
5210,6006,0.0,2018-09-06,10.01,10:35:51,卖盘,6
5211,2002,0.0,2018-09-06,10.01,10:36:04,卖盘,2
5212,1001,0.0,2018-09-06,10.01,10:36:06,卖盘,1
