index,amount,change,date,price,time,type,volume
1313,7920,0.0,2018-09-03,7.92,13:28:19,卖盘,10
1314,2379,0.01,2018-09-03,7.93,13:28:33,买盘,3
1315,792,-0.01,2018-09-03,7.92,13:28:36,卖盘,1
1316,1584,0.0,2018-09-03,7.92,13:28:45,卖盘,2
1317,37224,0.0,2018-09-03,7.92,13:29:04,卖盘,47
1318,791,-0.01,2018-09-03,7.91,13:29:49,卖盘,1
1319,6328,0.0,2018-09-03,7.91,13:29:52,卖盘,8
1320,15840,0.01,2018-09-03,7.92,13:30:00,买盘,20
1321,3960,0.0,2018-09-03,7.92,13:30:06,买盘,5
1322,6328,-0.01,2018-09-03,7.91,13:30:13,卖盘,8
1323,31640,0.0,2018-09-03,7.91,13:30:18,卖盘,40
1324,36386,0.0,2018-09-03,7.91,13:30:21,卖盘,46
1325,40341,0.0,2018-09-03,7.91,13:30:34,买盘,51
1326,21357,0.0,2018-09-03,7.91,13:30:37,卖盘,27
1327,1582,0.0,2018-09-03,7.91,13:31:18,买盘,2
1328,3160,-0.01,2018-09-03,7.9,13:31:37,卖盘,4
1329,1582,0.01,2018-09-03,7.91,13:31:54,买盘,2
1330,12640,-0.01,2018-09-03,7.9,13:32:04,卖盘,16
1331,121775,0.0,2018-09-03,7.9,13:32:19,卖盘,154
1332,11850,0.0,2018-09-03,7.9,13:32:45,卖盘,15
1333,7900,0.0,2018-09-03,7.9,13:33:30,卖盘,10
1334,11060,0.0,2018-09-03,7.9,13:33:36,卖盘,14
1335,87690,0.0,2018-09-03,7.9,13:33:48,买盘,111
1336,7910,0.01,2018-09-03,7.91,13:33:57,买盘,10
1337,26860,-0.01,2018-09-03,7.9,13:34:09,卖盘,34
1338,790,0.0,2018-09-03,7.9,13:34:15,卖盘,1
1339,3955,0.01,2018-09-03,7.91,13:34:24,买盘,5
1340,7910,0.0,2018-09-03,7.91,13:34:39,买盘,10
1341,7900,-0.01,2018-09-03,7.9,13:34:48,卖盘,10
1342,10270,0.0,2018-09-03,7.9,13:34:51,卖盘,13
1343,2370,0.0,2018-09-03,7.9,13:35:15,卖盘,3
1344,791,0.01,2018-09-03,7.91,13:35:18,买盘,1
1345,30058,0.0,2018-09-03,7.91,13:35:40,买盘,38
1346,36394,-0.01,2018-09-03,7.9,13:35:43,卖盘,46
1347,3952,0.01,2018-09-03,7.91,13:36:30,买盘,5
1348,22939,0.0,2018-09-03,7.91,13:37:09,卖盘,29
1349,791,0.0,2018-09-03,7.91,13:37:16,买盘,1
1350,35595,0.0,2018-09-03,7.91,13:37:21,买盘,45
1351,3168,0.01,2018-09-03,7.92,13:38:01,买盘,4
1352,22964,-0.01,2018-09-03,7.91,13:38:13,卖盘,29
1353,5544,0.01,2018-09-03,7.92,13:38:22,买盘,7
1354,30145,0.02,2018-09-03,7.94,13:38:25,买盘,38
1355,1586,-0.01,2018-09-03,7.93,13:38:43,买盘,2
1356,792,-0.01,2018-09-03,7.92,13:38:45,卖盘,1
1357,7940,0.02,2018-09-03,7.94,13:38:54,买盘,10
1358,172304,0.01,2018-09-03,7.95,13:38:57,买盘,217
1359,10335,0.0,2018-09-03,7.95,13:39:19,买盘,13
1360,49290,0.0,2018-09-03,7.95,13:39:31,买盘,62
1361,14310,0.0,2018-09-03,7.95,13:39:34,卖盘,18
1362,2385,0.0,2018-09-03,7.95,13:39:49,买盘,3
1363,796,0.01,2018-09-03,7.96,13:40:04,买盘,1
1364,15920,0.0,2018-09-03,7.96,13:40:10,卖盘,20
1365,2388,0.0,2018-09-03,7.96,13:40:19,买盘,3
1366,4776,0.0,2018-09-03,7.96,13:40:31,买盘,6
1367,3975,-0.01,2018-09-03,7.95,13:40:34,卖盘,5
1368,11144,0.01,2018-09-03,7.96,13:40:43,买盘,14
1369,9552,0.0,2018-09-03,7.96,13:40:46,买盘,12
1370,10348,0.0,2018-09-03,7.96,13:40:49,买盘,13
1371,20696,0.0,2018-09-03,7.96,13:40:52,买盘,26
1372,7950,-0.01,2018-09-03,7.95,13:41:01,卖盘,10
1373,31800,0.0,2018-09-03,7.95,13:41:27,卖盘,40
1374,8745,0.0,2018-09-03,7.95,13:41:42,卖盘,11
1375,11925,0.0,2018-09-03,7.95,13:41:49,卖盘,15
1376,3176,-0.01,2018-09-03,7.94,13:42:01,卖盘,4
1377,1590,0.01,2018-09-03,7.95,13:42:10,买盘,2
1378,795,0.0,2018-09-03,7.95,13:42:28,买盘,1
1379,11910,-0.01,2018-09-03,7.94,13:42:31,卖盘,15
1380,3970,0.0,2018-09-03,7.94,13:42:48,卖盘,5
1381,1588,0.0,2018-09-03,7.94,13:42:57,卖盘,2
1382,1590,0.01,2018-09-03,7.95,13:43:00,买盘,2
1383,794,-0.01,2018-09-03,7.94,13:43:16,卖盘,1
1384,47640,0.0,2018-09-03,7.94,13:43:18,卖盘,60
1385,12720,0.01,2018-09-03,7.95,13:43:54,买盘,16
1386,5572,0.01,2018-09-03,7.96,13:44:07,买盘,7
1387,13515,-0.01,2018-09-03,7.95,13:44:12,卖盘,17
1388,90960,0.04,2018-09-03,7.99,13:44:27,买盘,114
1389,30374,0.01,2018-09-03,8.0,13:44:33,买盘,38
1390,6392,-0.01,2018-09-03,7.99,13:44:40,买盘,8
1391,797,-0.02,2018-09-03,7.97,13:45:07,卖盘,1
1392,5579,0.0,2018-09-03,7.97,13:45:12,买盘,7
1393,14351,0.01,2018-09-03,7.98,13:45:19,买盘,18
1394,22372,0.01,2018-09-03,7.99,13:45:37,买盘,28
1395,3196,0.0,2018-09-03,7.99,13:45:54,卖盘,4
1396,5593,0.0,2018-09-03,7.99,13:45:57,卖盘,7
1397,33558,0.0,2018-09-03,7.99,13:46:01,卖盘,42
1398,799,0.0,2018-09-03,7.99,13:46:13,卖盘,1
1399,35910,-0.01,2018-09-03,7.98,13:46:16,卖盘,45
1400,7990,0.01,2018-09-03,7.99,13:46:28,买盘,10
1401,6384,-0.01,2018-09-03,7.98,13:46:31,卖盘,8
1402,22364,0.01,2018-09-03,7.99,13:46:52,买盘,28
1403,44693,-0.01,2018-09-03,7.98,13:46:57,卖盘,56
1404,3985,-0.01,2018-09-03,7.97,13:47:31,买盘,5
1405,796,-0.01,2018-09-03,7.96,13:47:33,卖盘,1
1406,1594,0.01,2018-09-03,7.97,13:47:48,买盘,2
1407,7182,0.01,2018-09-03,7.98,13:47:57,买盘,9
1408,7980,0.0,2018-09-03,7.98,13:48:00,卖盘,10
1409,798,0.0,2018-09-03,7.98,13:48:10,卖盘,1
1410,798,0.0,2018-09-03,7.98,13:48:19,买盘,1
1411,798,0.0,2018-09-03,7.98,13:48:25,卖盘,1
1412,22326,-0.01,2018-09-03,7.97,13:48:28,卖盘,28
1413,797,0.0,2018-09-03,7.97,13:48:31,买盘,1
1414,6376,0.0,2018-09-03,7.97,13:48:39,买盘,8
1415,797,0.0,2018-09-03,7.97,13:48:48,买盘,1
1416,25504,0.0,2018-09-03,7.97,13:49:30,卖盘,32
1417,797,0.0,2018-09-03,7.97,13:49:33,买盘,1
1418,60572,0.0,2018-09-03,7.97,13:49:45,买盘,76
1419,796,-0.01,2018-09-03,7.96,13:49:48,卖盘,1
1420,22308,0.01,2018-09-03,7.97,13:50:37,买盘,28
1421,7164,-0.01,2018-09-03,7.96,13:50:40,卖盘,9
1422,60572,0.01,2018-09-03,7.97,13:50:43,买盘,76
1423,30320,0.02,2018-09-03,7.99,13:50:46,买盘,38
1424,7970,-0.02,2018-09-03,7.97,13:52:00,卖盘,10
1425,5579,0.0,2018-09-03,7.97,13:52:07,卖盘,7
1426,6384,0.01,2018-09-03,7.98,13:52:57,卖盘,8
1427,3192,0.0,2018-09-03,7.98,13:53:09,卖盘,4
1428,4794,0.01,2018-09-03,7.99,13:53:22,买盘,6
1429,8789,0.0,2018-09-03,7.99,13:53:27,买盘,11
1430,4794,0.0,2018-09-03,7.99,13:53:39,买盘,6
1431,3995,0.0,2018-09-03,7.99,13:54:04,买盘,5
1432,1596,-0.01,2018-09-03,7.98,13:54:15,卖盘,2
1433,7990,0.01,2018-09-03,7.99,13:54:34,买盘,10
1434,3990,-0.01,2018-09-03,7.98,13:54:39,卖盘,5
1435,15162,0.0,2018-09-03,7.98,13:54:42,卖盘,19
1436,798,0.0,2018-09-03,7.98,13:54:46,买盘,1
1437,6384,0.0,2018-09-03,7.98,13:54:52,卖盘,8
1438,128610,0.01,2018-09-03,7.99,13:55:01,买盘,161
1439,800,0.01,2018-09-03,8.0,13:55:34,买盘,1
1440,108000,0.0,2018-09-03,8.0,13:55:37,买盘,135
1441,2397,-0.01,2018-09-03,7.99,13:55:39,卖盘,3
1442,16000,0.01,2018-09-03,8.0,13:56:01,买盘,20
1443,8795,-0.01,2018-09-03,7.99,13:56:27,卖盘,11
1444,799,0.0,2018-09-03,7.99,13:56:30,卖盘,1
1445,3995,0.0,2018-09-03,7.99,13:56:51,卖盘,5
1446,47940,0.0,2018-09-03,7.99,13:56:55,卖盘,60
1447,3995,0.0,2018-09-03,7.99,13:57:06,卖盘,5
1448,53533,0.0,2018-09-03,7.99,13:57:10,卖盘,67
1449,154207,0.0,2018-09-03,7.99,13:57:13,卖盘,193
1450,798,-0.01,2018-09-03,7.98,13:57:31,卖盘,1
1451,6376,-0.01,2018-09-03,7.97,13:57:42,卖盘,8
1452,23113,0.0,2018-09-03,7.97,13:57:55,卖盘,29
1453,27905,0.01,2018-09-03,7.98,13:58:04,买盘,35
1454,799,0.01,2018-09-03,7.99,13:58:06,买盘,1
1455,19152,-0.01,2018-09-03,7.98,13:58:12,卖盘,24
1456,2394,0.0,2018-09-03,7.98,13:58:24,买盘,3
1457,3985,-0.01,2018-09-03,7.97,13:58:42,卖盘,5
1458,797,0.0,2018-09-03,7.97,13:58:45,卖盘,1
1459,15940,0.0,2018-09-03,7.97,13:58:49,卖盘,20
1460,798,0.01,2018-09-03,7.98,13:58:54,买盘,1
1461,2394,0.0,2018-09-03,7.98,13:58:57,买盘,3
1462,2394,0.0,2018-09-03,7.98,13:59:00,买盘,3
1463,79891,0.01,2018-09-03,7.99,13:59:04,买盘,100
1464,44744,0.0,2018-09-03,7.99,13:59:09,买盘,56
1465,1598,0.0,2018-09-03,7.99,13:59:21,买盘,2
1466,1598,0.0,2018-09-03,7.99,13:59:28,买盘,2
1467,3995,0.0,2018-09-03,7.99,13:59:39,买盘,5
1468,2397,0.0,2018-09-03,7.99,13:59:54,卖盘,3
1469,30400,0.01,2018-09-03,8.0,14:00:06,买盘,38
1470,3995,-0.01,2018-09-03,7.99,14:00:24,卖盘,5
1471,11186,0.0,2018-09-03,7.99,14:00:51,卖盘,14
1472,799,0.0,2018-09-03,7.99,14:01:00,卖盘,1
1473,7200,0.01,2018-09-03,8.0,14:01:27,买盘,9
1474,8789,-0.01,2018-09-03,7.99,14:01:31,卖盘,11
1475,4794,0.0,2018-09-03,7.99,14:01:36,卖盘,6
1476,4000,0.01,2018-09-03,8.0,14:01:48,买盘,5
1477,7990,-0.01,2018-09-03,7.99,14:02:09,卖盘,10
1478,11186,0.0,2018-09-03,7.99,14:02:15,卖盘,14
1479,799,0.0,2018-09-03,7.99,14:03:18,卖盘,1
1480,13600,0.01,2018-09-03,8.0,14:03:31,买盘,17
1481,5600,0.0,2018-09-03,8.0,14:04:04,买盘,7
1482,24000,0.0,2018-09-03,8.0,14:04:09,买盘,30
1483,14382,-0.01,2018-09-03,7.99,14:04:15,卖盘,18
1484,4000,0.01,2018-09-03,8.0,14:04:19,买盘,5
1485,22400,0.0,2018-09-03,8.0,14:04:22,买盘,28
1486,21573,-0.01,2018-09-03,7.99,14:05:04,卖盘,27
1487,3196,0.0,2018-09-03,7.99,14:05:06,买盘,4
1488,1598,0.0,2018-09-03,7.99,14:05:10,买盘,2
1489,8778,-0.01,2018-09-03,7.98,14:05:16,卖盘,11
1490,9576,0.0,2018-09-03,7.98,14:05:19,卖盘,12
1491,19975,0.01,2018-09-03,7.99,14:05:22,买盘,25
1492,29600,0.01,2018-09-03,8.0,14:05:36,买盘,37
1493,4800,0.0,2018-09-03,8.0,14:05:39,买盘,6
1494,1598,-0.01,2018-09-03,7.99,14:06:42,卖盘,2
1495,799,0.0,2018-09-03,7.99,14:06:45,卖盘,1
1496,80000,0.01,2018-09-03,8.0,14:06:57,买盘,100
1497,2397,-0.01,2018-09-03,7.99,14:07:25,卖盘,3
1498,1600,0.01,2018-09-03,8.0,14:07:36,买盘,2
1499,7990,-0.01,2018-09-03,7.99,14:07:40,卖盘,10
1500,1600,0.01,2018-09-03,8.0,14:07:42,买盘,2
1501,7200,0.0,2018-09-03,8.0,14:07:48,买盘,9
1502,127202,0.01,2018-09-03,8.01,14:07:51,买盘,159
1503,1602,0.0,2018-09-03,8.01,14:07:58,买盘,2
1504,11200,-0.01,2018-09-03,8.0,14:08:22,卖盘,14
1505,12000,0.0,2018-09-03,8.0,14:08:57,卖盘,15
1506,18423,0.01,2018-09-03,8.01,14:09:01,买盘,23
1507,800,-0.01,2018-09-03,8.0,14:09:04,卖盘,1
1508,3200,0.0,2018-09-03,8.0,14:09:10,卖盘,4
1509,8811,0.01,2018-09-03,8.01,14:09:28,买盘,11
1510,38440,-0.01,2018-09-03,8.0,14:09:34,卖盘,48
1511,10413,0.01,2018-09-03,8.01,14:09:43,买盘,13
1512,802,0.01,2018-09-03,8.02,14:09:49,买盘,1
1513,10413,-0.01,2018-09-03,8.01,14:09:52,卖盘,13
1514,13617,0.0,2018-09-03,8.01,14:09:58,买盘,17
1515,4010,0.01,2018-09-03,8.02,14:10:10,买盘,5
1516,11228,0.0,2018-09-03,8.02,14:10:16,买盘,14
1517,20050,0.0,2018-09-03,8.02,14:10:18,买盘,25
1518,7227,0.01,2018-09-03,8.03,14:10:24,买盘,9
1519,28105,0.0,2018-09-03,8.03,14:10:42,买盘,35
1520,7227,0.0,2018-09-03,8.03,14:10:57,买盘,9
1521,8040,0.01,2018-09-03,8.04,14:11:07,买盘,10
1522,16080,0.0,2018-09-03,8.04,14:11:10,买盘,20
1523,16080,0.0,2018-09-03,8.04,14:11:16,买盘,20
1524,16080,0.0,2018-09-03,8.04,14:11:19,买盘,20
1525,12075,0.01,2018-09-03,8.05,14:11:28,买盘,15
1526,63674,0.01,2018-09-03,8.06,14:11:37,买盘,79
1527,5642,0.0,2018-09-03,8.06,14:11:40,卖盘,7
1528,20984,0.02,2018-09-03,8.08,14:11:43,买盘,26
1529,12090,-0.02,2018-09-03,8.06,14:11:49,卖盘,15
1530,8060,0.0,2018-09-03,8.06,14:11:57,卖盘,10
1531,13708,0.0,2018-09-03,8.06,14:12:07,卖盘,17
1532,12902,0.01,2018-09-03,8.07,14:12:10,买盘,16
1533,1612,-0.01,2018-09-03,8.06,14:12:13,卖盘,2
1534,11298,0.01,2018-09-03,8.07,14:12:16,买盘,14
1535,16926,-0.01,2018-09-03,8.06,14:12:19,卖盘,21
1536,54808,0.0,2018-09-03,8.06,14:12:22,卖盘,68
1537,7254,0.0,2018-09-03,8.06,14:12:25,卖盘,9
1538,35464,0.0,2018-09-03,8.06,14:12:28,卖盘,44
1539,3228,0.01,2018-09-03,8.07,14:12:31,买盘,4
1540,53197,0.0,2018-09-03,8.07,14:12:46,买盘,66
1541,8060,-0.01,2018-09-03,8.06,14:12:49,卖盘,10
1542,807,0.01,2018-09-03,8.07,14:12:51,买盘,1
1543,29016,-0.01,2018-09-03,8.06,14:12:55,卖盘,36
1544,806,0.0,2018-09-03,8.06,14:13:01,买盘,1
1545,6440,-0.01,2018-09-03,8.05,14:13:10,卖盘,8
1546,9660,0.0,2018-09-03,8.05,14:13:36,卖盘,12
1547,1610,0.0,2018-09-03,8.05,14:13:40,卖盘,2
1548,2412,-0.01,2018-09-03,8.04,14:13:42,卖盘,3
1549,11270,0.01,2018-09-03,8.05,14:13:55,买盘,14
1550,11265,-0.01,2018-09-03,8.04,14:14:01,卖盘,14
1551,20930,0.01,2018-09-03,8.05,14:14:04,买盘,26
1552,3220,0.0,2018-09-03,8.05,14:14:07,卖盘,4
1553,5637,0.01,2018-09-03,8.06,14:14:10,买盘,7
1554,16120,0.0,2018-09-03,8.06,14:14:13,买盘,20
1555,8060,0.0,2018-09-03,8.06,14:14:37,买盘,10
1556,4030,0.0,2018-09-03,8.06,14:14:43,买盘,5
1557,27404,0.0,2018-09-03,8.06,14:14:52,买盘,34
1558,8060,0.0,2018-09-03,8.06,14:14:55,买盘,10
1559,8060,0.0,2018-09-03,8.06,14:15:01,买盘,10
1560,20967,0.01,2018-09-03,8.07,14:15:04,买盘,26
1561,8060,-0.01,2018-09-03,8.06,14:15:10,卖盘,10
1562,8070,0.01,2018-09-03,8.07,14:15:25,买盘,10
1563,223814,0.01,2018-09-03,8.08,14:15:28,买盘,277
1564,19436,0.01,2018-09-03,8.09,14:15:40,买盘,24
1565,8090,0.0,2018-09-03,8.09,14:15:43,卖盘,10
1566,35626,0.0,2018-09-03,8.09,14:15:52,卖盘,44
1567,4050,0.01,2018-09-03,8.1,14:15:55,买盘,5
1568,1618,-0.01,2018-09-03,8.09,14:15:58,卖盘,2
1569,22672,0.01,2018-09-03,8.1,14:16:10,买盘,28
1570,4860,0.0,2018-09-03,8.1,14:16:13,卖盘,6
1571,23490,0.0,2018-09-03,8.1,14:16:19,卖盘,29
1572,8100,0.0,2018-09-03,8.1,14:16:22,买盘,10
1573,12160,0.01,2018-09-03,8.11,14:16:28,买盘,15
1574,8100,-0.01,2018-09-03,8.1,14:16:30,卖盘,10
1575,6485,0.01,2018-09-03,8.11,14:16:43,买盘,8
1576,9720,-0.01,2018-09-03,8.1,14:16:46,卖盘,12
1577,5670,0.0,2018-09-03,8.1,14:16:49,买盘,7
1578,24250,-0.02,2018-09-03,8.08,14:16:52,卖盘,30
1579,60811,0.03,2018-09-03,8.11,14:16:55,买盘,75
1580,81100,0.0,2018-09-03,8.11,14:17:04,买盘,100
1581,40524,-0.01,2018-09-03,8.1,14:17:21,卖盘,50
1582,8100,0.0,2018-09-03,8.1,14:17:49,卖盘,10
1583,8100,0.0,2018-09-03,8.1,14:17:58,卖盘,10
1584,7290,0.0,2018-09-03,8.1,14:18:04,卖盘,9
1585,810,0.0,2018-09-03,8.1,14:18:25,买盘,1
1586,8910,0.0,2018-09-03,8.1,14:18:28,买盘,11
1587,4850,-0.02,2018-09-03,8.08,14:18:37,卖盘,6
1588,8100,0.02,2018-09-03,8.1,14:18:46,买盘,10
1589,6480,0.0,2018-09-03,8.1,14:19:00,卖盘,8
1590,4050,0.0,2018-09-03,8.1,14:19:04,卖盘,5
1591,4860,0.0,2018-09-03,8.1,14:19:07,卖盘,6
1592,809,-0.01,2018-09-03,8.09,14:19:34,买盘,1
1593,808,-0.01,2018-09-03,8.08,14:19:49,卖盘,1
1594,20200,0.0,2018-09-03,8.08,14:19:52,卖盘,25
1595,2424,0.0,2018-09-03,8.08,14:20:06,卖盘,3
1596,5658,0.0,2018-09-03,8.08,14:20:12,卖盘,7
1597,9697,0.0,2018-09-03,8.08,14:20:15,卖盘,12
1598,16160,0.0,2018-09-03,8.08,14:20:46,卖盘,20
1599,9696,0.0,2018-09-03,8.08,14:20:58,卖盘,12
1600,4045,0.01,2018-09-03,8.09,14:21:04,买盘,5
1601,4040,-0.01,2018-09-03,8.08,14:21:06,卖盘,5
1602,1616,0.0,2018-09-03,8.08,14:21:30,卖盘,2
1603,5663,0.01,2018-09-03,8.09,14:21:33,买盘,7
1604,22680,0.01,2018-09-03,8.1,14:21:55,买盘,28
1605,1620,0.0,2018-09-03,8.1,14:22:00,卖盘,2
1606,8100,0.0,2018-09-03,8.1,14:22:04,卖盘,10
1607,811,0.01,2018-09-03,8.11,14:22:28,买盘,1
1608,8100,-0.01,2018-09-03,8.1,14:22:39,卖盘,10
1609,7290,0.0,2018-09-03,8.1,14:22:55,卖盘,9
1610,6480,0.0,2018-09-03,8.1,14:22:58,卖盘,8
1611,2430,0.0,2018-09-03,8.1,14:23:06,卖盘,3
1612,12963,0.01,2018-09-03,8.11,14:23:22,买盘,16
1613,811,0.0,2018-09-03,8.11,14:23:28,买盘,1
1614,25920,-0.01,2018-09-03,8.1,14:23:40,卖盘,32
1615,8100,0.0,2018-09-03,8.1,14:23:49,卖盘,10
1616,4860,0.0,2018-09-03,8.1,14:23:51,卖盘,6
1617,1620,0.0,2018-09-03,8.1,14:24:09,卖盘,2
1618,41310,0.0,2018-09-03,8.1,14:24:12,卖盘,51
1619,7281,-0.01,2018-09-03,8.09,14:24:22,卖盘,9
1620,809,0.0,2018-09-03,8.09,14:24:33,卖盘,1
1621,9720,0.01,2018-09-03,8.1,14:24:36,买盘,12
1622,2427,-0.01,2018-09-03,8.09,14:24:40,卖盘,3
1623,8090,0.0,2018-09-03,8.09,14:24:46,卖盘,10
1624,10517,0.0,2018-09-03,8.09,14:24:49,买盘,13
1625,8899,0.0,2018-09-03,8.09,14:25:10,卖盘,11
1626,54203,0.0,2018-09-03,8.09,14:25:22,卖盘,67
1627,1616,-0.01,2018-09-03,8.08,14:25:33,卖盘,2
1628,16180,0.01,2018-09-03,8.09,14:25:36,买盘,20
1629,8090,0.0,2018-09-03,8.09,14:26:01,买盘,10
1630,15362,0.0,2018-09-03,8.09,14:26:04,买盘,19
1631,41257,0.0,2018-09-03,8.09,14:26:15,买盘,51
1632,12944,0.0,2018-09-03,8.09,14:26:21,卖盘,16
1633,9720,0.01,2018-09-03,8.1,14:26:45,买盘,12
1634,28350,0.0,2018-09-03,8.1,14:26:55,买盘,35
1635,66502,0.01,2018-09-03,8.11,14:27:13,买盘,82
1636,1622,0.0,2018-09-03,8.11,14:27:22,卖盘,2
1637,1624,0.01,2018-09-03,8.12,14:27:31,买盘,2
1638,25984,0.0,2018-09-03,8.12,14:27:37,买盘,32
1639,9744,0.0,2018-09-03,8.12,14:27:46,买盘,12
1640,8120,0.0,2018-09-03,8.12,14:27:49,卖盘,10
1641,813,0.01,2018-09-03,8.13,14:27:58,买盘,1
1642,813,0.0,2018-09-03,8.13,14:28:04,买盘,1
1643,13804,-0.01,2018-09-03,8.12,14:28:19,卖盘,17
1644,7308,0.0,2018-09-03,8.12,14:28:25,卖盘,9
1645,8130,0.01,2018-09-03,8.13,14:28:37,买盘,10
1646,8120,-0.01,2018-09-03,8.12,14:28:43,卖盘,10
1647,12180,0.0,2018-09-03,8.12,14:28:49,卖盘,15
1648,25172,0.0,2018-09-03,8.12,14:28:52,卖盘,31
1649,10543,-0.01,2018-09-03,8.11,14:29:07,卖盘,13
1650,3240,-0.01,2018-09-03,8.1,14:29:12,卖盘,4
1651,74499,-0.01,2018-09-03,8.09,14:29:22,卖盘,92
1652,4854,0.0,2018-09-03,8.09,14:29:33,卖盘,6
1653,8100,0.01,2018-09-03,8.1,14:29:42,买盘,10
1654,810,0.0,2018-09-03,8.1,14:29:51,买盘,1
1655,7281,-0.01,2018-09-03,8.09,14:30:10,卖盘,9
1656,1618,0.0,2018-09-03,8.09,14:30:13,卖盘,2
1657,4050,0.01,2018-09-03,8.1,14:30:24,买盘,5
1658,2430,0.0,2018-09-03,8.1,14:30:31,买盘,3
1659,4045,-0.01,2018-09-03,8.09,14:30:34,卖盘,5
1660,1618,0.0,2018-09-03,8.09,14:31:00,卖盘,2
1661,2427,0.0,2018-09-03,8.09,14:31:06,卖盘,3
1662,6472,0.0,2018-09-03,8.09,14:31:25,卖盘,8
1663,3237,0.0,2018-09-03,8.09,14:31:36,卖盘,4
1664,1618,0.0,2018-09-03,8.09,14:31:46,卖盘,2
1665,84151,0.01,2018-09-03,8.1,14:32:04,买盘,104
1666,810,0.0,2018-09-03,8.1,14:32:09,卖盘,1
1667,811,0.01,2018-09-03,8.11,14:32:16,买盘,1
1668,1622,0.0,2018-09-03,8.11,14:32:28,买盘,2
1669,11354,0.0,2018-09-03,8.11,14:32:52,买盘,14
1670,1622,0.0,2018-09-03,8.11,14:32:57,买盘,2
1671,6480,-0.01,2018-09-03,8.1,14:33:00,卖盘,8
1672,2433,0.01,2018-09-03,8.11,14:33:10,买盘,3
1673,50220,-0.01,2018-09-03,8.1,14:33:31,卖盘,62
1674,17010,0.0,2018-09-03,8.1,14:33:37,卖盘,21
1675,1620,0.0,2018-09-03,8.1,14:33:40,卖盘,2
1676,9720,0.0,2018-09-03,8.1,14:33:46,卖盘,12
1677,30780,0.0,2018-09-03,8.1,14:33:55,卖盘,38
1678,2424,-0.02,2018-09-03,8.08,14:34:09,卖盘,3
1679,27540,0.02,2018-09-03,8.1,14:34:16,买盘,34
1680,72090,0.0,2018-09-03,8.1,14:34:37,买盘,89
1681,4050,0.0,2018-09-03,8.1,14:34:39,卖盘,5
1682,811,0.01,2018-09-03,8.11,14:35:03,买盘,1
1683,8100,-0.01,2018-09-03,8.1,14:35:09,卖盘,10
1684,4865,0.0,2018-09-03,8.1,14:35:13,卖盘,6
1685,4050,0.0,2018-09-03,8.1,14:35:16,卖盘,5
1686,34873,0.01,2018-09-03,8.11,14:35:22,买盘,43
1687,6493,0.0,2018-09-03,8.11,14:35:40,卖盘,8
1688,25172,0.01,2018-09-03,8.12,14:36:10,买盘,31
1689,8110,-0.01,2018-09-03,8.11,14:36:18,卖盘,10
1690,8120,0.01,2018-09-03,8.12,14:36:24,买盘,10
1691,11368,0.0,2018-09-03,8.12,14:36:34,买盘,14
1692,812,0.0,2018-09-03,8.12,14:36:40,买盘,1
1693,24390,0.01,2018-09-03,8.13,14:37:12,买盘,30
1694,3252,0.0,2018-09-03,8.13,14:37:19,买盘,4
1695,17864,-0.01,2018-09-03,8.12,14:37:22,卖盘,22
1696,16240,0.0,2018-09-03,8.12,14:37:31,卖盘,20
1697,140476,0.0,2018-09-03,8.12,14:37:34,卖盘,173
1698,1624,0.0,2018-09-03,8.12,14:37:43,卖盘,2
1699,2439,0.01,2018-09-03,8.13,14:37:58,买盘,3
1700,813,0.0,2018-09-03,8.13,14:38:18,买盘,1
1701,4065,0.0,2018-09-03,8.13,14:38:24,买盘,5
1702,3248,-0.01,2018-09-03,8.12,14:38:37,卖盘,4
1703,6496,0.0,2018-09-03,8.12,14:38:40,卖盘,8
1704,4060,0.0,2018-09-03,8.12,14:39:04,卖盘,5
1705,26796,0.0,2018-09-03,8.12,14:39:13,卖盘,33
1706,2436,0.0,2018-09-03,8.12,14:39:19,买盘,3
1707,16220,-0.01,2018-09-03,8.11,14:39:37,卖盘,20
1708,4060,0.01,2018-09-03,8.12,14:39:40,买盘,5
1709,811,-0.01,2018-09-03,8.11,14:39:51,卖盘,1
1710,1622,0.0,2018-09-03,8.11,14:39:54,卖盘,2
1711,13787,0.0,2018-09-03,8.11,14:40:04,卖盘,17
1712,12165,0.0,2018-09-03,8.11,14:40:16,卖盘,15
1713,28385,0.0,2018-09-03,8.11,14:40:21,卖盘,35
1714,19464,0.0,2018-09-03,8.11,14:40:43,卖盘,24
1715,1624,0.01,2018-09-03,8.12,14:40:52,买盘,2
1716,14598,-0.01,2018-09-03,8.11,14:40:55,卖盘,18
1717,4872,0.01,2018-09-03,8.12,14:40:58,买盘,6
1718,4060,0.0,2018-09-03,8.12,14:41:07,买盘,5
1719,6488,-0.01,2018-09-03,8.11,14:41:27,卖盘,8
1720,23544,0.01,2018-09-03,8.12,14:41:36,买盘,29
1721,811,-0.01,2018-09-03,8.11,14:41:40,中性盘,1
1722,14598,0.0,2018-09-03,8.11,14:41:55,卖盘,18
1723,50309,0.01,2018-09-03,8.12,14:42:06,买盘,62
1724,7299,-0.01,2018-09-03,8.11,14:42:12,买盘,9
1725,30818,0.0,2018-09-03,8.11,14:42:34,卖盘,38
1726,12165,0.0,2018-09-03,8.11,14:42:39,买盘,15
1727,24330,0.0,2018-09-03,8.11,14:42:42,买盘,30
